DTXSID,CASRN,PREFERRED NAME,MOLECULAR_FORMULA,MONOISOTOPIC MASS,AVERAGE_MASS,SMILES,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL
DTXSID8044759,1000-05-1,"1,1,3,3,5,5,7,7-Octamethyltetrasiloxane",C8H26O3Si4,282.095901,282.633,C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C,5,331,2,Inactive
DTXSID8044832,7549-37-3,"1,1-Dimethoxy-3,7-dimethylocta-2,6-diene",C12H22O2,198.16198,198.306,COC(OC)C=C(C)CCC=C(C)C,5,318,2,Inactive
DTXSID8044830,7473-98-5,2-Hydroxy-2-methylpropiophenone,C10H12O2,164.08373,164.204,CC(C)(O)C(=O)C1=CC=CC=C1,2,321,1,Inactive
DTXSID8044913,3179-80-4,N-[3-(Dimethylamino)propyl]dodecanamide,C17H36N2O,284.282764,284.488,CCCCCCCCCCCC(=O)NCCCN(C)C,160,319,50,Active
DTXSID8044678,4682-36-4,Orphenadrine dihydrogen citrate,C24H31NO8,461.204967,461.511,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,22,316,7,Active
DTXSID8044703,623-03-0,4-Chlorobenzonitrile,C7H4ClN,137.003227,137.57,ClC1=CC=C(C=C1)C#N,2,318,1,Inactive
DTXSID8044836,1470-79-7,"2,4,4'-Trihydroxybenzophenone",C13H10O4,230.057909,230.219,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O,106,498,21,Active
DTXSID8044880,23305-64-8,2-[2-(2-Propoxyethoxy)ethoxy]ethanol,C9H20O4,192.136159,192.255,CCCOCCOCCOCCO,0,316,0,Inactive
DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,C12H18O5,242.115424,242.271,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,1,318,0,Inactive
DTXSID8044886,2420-87-3,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",C16H6O6,294.016438,294.218,O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,25,316,8,Inactive
DTXSID8044969,63863-43-4,Methyl perfluoro(3-(1-ethenyloxypropan-2-yloxy)propanoate),C9H3F13O4,421.982375,422.098,COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,27,239,11,Inactive
DTXSID8045191,66357-35-5,Ranitidine,C13H22N4O3S,314.141262,314.4,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,2,352,1,Inactive
DTXSID8046614,28523-86-6,Sevoflurane,C4H3F7O,200.007212,200.056,FCOC(C(F)(F)F)C(F)(F)F,0,178,0,Inactive
DTXSID8047000,112-26-5,"1,2-Bis(2-chloroethoxy)ethane",C6H12Cl2O2,186.021435,187.06,ClCCOCCOCCCl,1,318,0,Inactive
DTXSID8047050,4674-50-4,Nootkatone,C15H22O,218.167065,218.34,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C,15,318,5,Inactive
DTXSID8047058,539-88-8,Ethyl levulinate,C7H12O3,144.078644,144.17,CCOC(=O)CCC(C)=O,1,318,0,Inactive
DTXSID8047137,151-73-5,Betamethasone 21-phosphate disodium,C22H28FNa2O8P,516.130122,516.41,[Na+].[Na+].C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O,14,328,4,Inactive
DTXSID8047139,37609-25-9,5-Cyclohexadecen-1-one,C16H28O,236.214016,236.399,O=C1CCCCCCCCCCC=CCCC1,40,318,13,Inactive
DTXSID8047185,94-46-2,Isopentyl benzoate,C12H16O2,192.11503,192.258,CC(C)CCOC(=O)C1=CC=CC=C1,2,347,1,Inactive
DTXSID8047187,141-14-0,Citronellyl propionate,C13H24O2,212.17763,212.333,CCC(=O)OCCC(C)CCC=C(C)C,8,321,2,Inactive
DTXSID8047189,112-17-4,Decyl acetate,C12H24O2,200.17763,200.322,CCCCCCCCCCOC(C)=O,3,318,1,Inactive
DTXSID8047133,22694-96-8,"2,4,5-Trimethyl-3-oxazoline",C6H11NO,113.084064,113.16,CC1OC(C)C(C)=N1,18,316,6,Active
DTXSID8047264,171866-31-2,CP-283097,C20H22FNO4,359.153286,359.397,O[C@@H]1[C@@H](COC2=CC(O)=CC=C12)N1CCC(O)(CC1)C1=CC=C(F)C=C1,36,657,5,Inactive
DTXSID8047135,137-06-4,2-Methylbenzenethiol,C7H8S,124.034671,124.2,CC1=CC=CC=C1S,25,318,8,Inactive
DTXSID8047056,102-87-4,"N,N-Didodecyl-1-dodecanamine",C36H75N,521.589951,522.003,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0,316,0,Inactive
DTXSID8047266,230954-09-3,CP-544439,C18H19FN2O6S,410.094786,410.42,ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1,67,621,11,Inactive
DTXSID8047262,207736-05-8,CI-1029,C28H37NO4S,483.24433,483.67,CC(C)[C@]1(CCC2=CC=C(N)C=C2)CC(O)=C(SC2=CC(C)=C(CO)C=C2C(C)(C)C)C(=O)O1,54,668,8,Inactive
DTXSID8047391,1068967-96-3,SAR102608,C20H16FN5O,361.133888,361.38,CC1=CN(NC(=O)C2=C(C)N=C(N=C2)C2=CC=CC=N2)C2=CC=C(F)C=C12,95,636,15,Inactive
DTXSID8047341,264618-44-2,SSR146977,C35H42Cl2N4O2,620.268482,621.65,CN(C)C(=O)NC1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1,183,677,27,Inactive
DTXSID8047347,155990-20-8,SR271425,C22H27N3O3S,413.177313,413.54,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,358,686,52,Active
DTXSID8047268,104795-68-8,CI-959,C14H14N5NaO3S,355.071505,355.35,[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,242,629,38,Active
DTXSID8047399,33704-61-9,Cashmeran,C14H22O,206.167065,206.329,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,9,318,3,Inactive
DTXSID8047420,122-48-5,4-(4-Hydroxy-3-methoxyphenyl)-2-butanone,C11H14O3,194.094294,194.23,COC1=CC(CCC(C)=O)=CC=C1O,5,318,2,Inactive
DTXSID8047422,31375-17-4,1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one,C13H22O,194.167065,194.318,CCC(=O)C1CC(CC=C1C)C(C)C,5,318,2,Inactive
DTXSID8047349,NOCAS_47349,AVE8488,C23H25ClFN3O4,461.151762,461.92,O.Cl.CN1CCN(CC2=CC(=CO2)C2=CC=C3N=C(O)OC3=C2)[C@H](C1)C1=CC=C(F)C=C1,186,615,30,Active
DTXSID8047424,90-42-6,"1,1'-Bi(cyclohexyl)-2-one",C12H20O,180.151415,180.291,O=C1CCCCC1C1CCCCC1,2,318,1,Inactive
DTXSID8047426,99-49-0,dl-Carvone,C10H14O,150.104465,150.221,CC(=C)C1CC=C(C)C(=O)C1,2,318,1,Inactive
DTXSID8047551,5579-78-2,epsilon-Decalactone,C10H18O2,170.13068,170.252,CCCCC1CCCCC(=O)O1,4,318,1,Inactive
DTXSID8047470,1331-83-5,Methoxybenzyl acetate,C10H12O3,180.078644,180.203,"CO*.CC(=O)OCC1=CC=CC=C1 |c:9,11,t:7,lp:1:2,5:2,6:2,m:2:12.13.11|",0,318,0,Inactive
DTXSID8047472,927-62-8,"N,N-Dimethylbutylamine",C6H15N,101.120449,101.193,CCCCN(C)C,2,197,1,Inactive
DTXSID8047559,2639-63-6,Hexyl butyrate,C10H20O2,172.14633,172.268,CCCCCCOC(=O)CCC,3,321,1,Inactive
DTXSID8047636,1117-55-1,Hexyl octanoate,C14H28O2,228.20893,228.376,CCCCCCCC(=O)OCCCCCC,6,318,2,Inactive
DTXSID8047505,55-06-1,"3,5,3?-Triiodo-L-thyronine monosodium salt",C15H11I3NNaO4,672.77199,672.959,[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O,50,337,15,Active
DTXSID8047553,2058-94-8,Perfluoroundecanoic acid,C11HF21O2,563.964121,564.093,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,189,728,26,Active
DTXSID8047682,4927-39-3,4-Cyclohexyl-4-methyl-pentan-2-one,C12H22O,182.167065,182.307,CC(=O)CC(C)(C)C1CCCCC1,1,318,0,Inactive
DTXSID8047890,79-97-0,"3,3'-Dimethylbisphenol A",C17H20O2,256.14633,256.345,CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,188,456,41,Active
DTXSID8047686,564-20-5,(3aR)-(+)-Sclareolide,C16H26O2,250.19328,250.382,C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CC(=O)O2,31,318,10,Inactive
DTXSID8047684,55719-85-2,Phenethyl 2-methylcrotonate,C13H16O2,204.11503,204.269,C\C=C(/C)C(=O)OCCC1=CC=CC=C1,7,318,2,Inactive
DTXSID8047713,7549-33-9,Anisyl propionate,C11H14O3,194.094294,194.23,CCC(=O)OCC1=CC=C(OC)C=C1,3,318,1,Inactive
DTXSID8047717,7779-78-4,4-Methyl-1-phenylpentan-2-ol,C12H18O,178.135765,178.275,CC(C)CC(O)CC1=CC=CC=C1,2,318,1,Inactive
DTXSID8047769,526-73-8,"1,2,3-Trimethylbenzene",C9H12,120.0939,120.195,CC1=CC=CC(C)=C1C,1,216,0,Inactive
DTXSID8048494,98105-99-8,Sarafloxacin,C20H17F2N3O3,385.123798,385.371,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,302,1,Inactive
DTXSID8048521,1191914-21-2,PharmaGSID_48521,C31H49N5O4,555.378455,555.764,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,9,580,2,Inactive
DTXSID8051540,105-90-8,Geranyl propionate,C13H22O2,210.16198,210.317,CCC(=O)OC\C=C(/C)CCC=C(C)C,2,197,1,Inactive
DTXSID8051542,106-32-1,Ethyl octanoate,C10H20O2,172.14633,172.268,CCCCCCCC(=O)OCC,1,196,1,Inactive
DTXSID8051419,1652-63-7,"N-[(Perfluorooctylsulfonamido)propyl]-N,N,N-trimethylammonium iodide",C14H16F17IN2O2S,725.97057,726.23,[I-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,99,252,39,Inactive
DTXSID8051544,106-58-1,"1,4-Dimethylpiperazine",C6H14N2,114.115698,114.192,CN1CCN(C)CC1,3,197,2,Inactive
DTXSID8051629,123-56-8,Succinimide,C4H5NO2,99.032028,99.089,O=C1CCC(=O)N1,7,196,4,Inactive
DTXSID8051708,140-53-4,4-Chlorophenylacetonitrile,C8H6ClN,151.018877,151.59,ClC1=CC=C(CC#N)C=C1,3,202,1,Inactive
DTXSID8051704,13963-57-0,Aluminum trisacetoacetate,C15H21AlO6,324.115352,324.309,CC(=O)[CH-]\C(C)=[O+]/[Al](\[O+]=C(\C)[CH-]C(C)=O)\[O+]=C(\C)[CH-]C(C)=O,3,200,2,Inactive
DTXSID8051754,1569-60-4,6-Methylhept-5-en-2-ol,C8H16O,128.120115,128.215,CC(O)CCC=C(C)C,0,197,0,Inactive
DTXSID8051914,2479-46-1,"1,3-Phenylenedi(4-aminophenyl ether)",C18H16N2O2,292.121178,292.338,NC1=CC=C(OC2=CC(OC3=CC=C(N)C=C3)=CC=C2)C=C1,47,217,22,Active
DTXSID8052017,3330-15-2,Perfluoro-3-(1H-perfluoroethoxy)propane,C5HF11O,285.985174,286.044,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0,81,0,Inactive
DTXSID8052198,544-01-4,Di-iso-amyl ether,C10H22O,158.167065,158.285,CC(C)CCOCCC(C)C,3,209,1,Inactive
DTXSID8052308,626-48-2,6-Methyluracil,C5H6N2O2,126.042927,126.115,CC1=CC(=O)NC(=O)N1,0,196,0,Inactive
DTXSID8052641,95-56-7,2-Bromophenol,C6H5BrO,171.952378,173.009,OC1=C(Br)C=CC=C1,0,196,0,Inactive
DTXSID8052300,623-33-6,Ethyl glycinate hydrochloride,C4H10ClNO2,139.040006,139.58,Cl.CCOC(=O)CN,0,197,0,Inactive
DTXSID8052724,6174-86-3,3-Chloro-7-hydroxy-4-methyl-2-benzopyrone,C10H7ClO3,210.008372,210.61,CC1=C(Cl)C(=O)OC2=C1C=CC(O)=C2,35,199,18,Inactive
DTXSID8052693,207122-16-5,"2,2',3,4,4',5',6-Heptabromodiphenyl ether",C12H3Br7O,715.446756,722.483,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2Br)C=C1Br,0,81,0,Inactive
DTXSID80881157,94159-84-9,"1-(Perfluorofluorooctyl)propane-2,3-diol",C11H7F17O2,494.017458,494.148,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,232,2,Inactive
DTXSID8059926,376-73-8,Perfluoropentanedioic acid,C5H2F6O4,239.985728,240.057,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O,2,231,1,Inactive
DTXSID8059928,377-38-8,Perfluorobutanedioic acid,C4H2F4O4,189.988921,190.05,OC(=O)C(F)(F)C(F)(F)C(O)=O,5,250,2,Inactive
DTXSID8059920,375-92-8,Perfluoroheptanesulfonic acid,C7HF15O3S,449.940688,450.12,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,31,236,13,Active
DTXSID8059970,422-64-0,Perfluoropropanoic acid,C3HF5O2,163.98967,164.031,OC(=O)C(F)(F)C(F)(F)F,3,231,1,Inactive
DTXSID90174941,20825-07-4,"3H,3H-Perfluoro-2,4-hexanedione",C6H2F8O2,257.992705,258.067,FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)F,13,240,5,Active
DTXSID90190949,375-80-4,"1,6-Diiodoperfluorohexane",C6F12I2,553.78978,553.856,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,161,233,69,Inactive
DTXSID9020112,1912-24-9,Atrazine,C8H14ClN5,215.093773,215.69,CCNC1=NC(NC(C)C)=NC(Cl)=N1,56,749,7,Inactive
DTXSID9020114,2465-27-2,Auramine hydrochloride,C17H22ClN3,303.150225,303.83,Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,152,398,38,Active
DTXSID9020116,320-67-2,5-Azacytidine,C8H12N4O5,244.08077,244.207,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,108,382,28,Active
DTXSID9020118,115-02-6,Azaserine,C5H7N3O4,173.043656,173.128,N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,16,319,5,Inactive
DTXSID9020087,4180-23-8,(E)-Anethole,C10H12O,148.088815,148.205,COC1=CC=C(\C=C\C)C=C1,7,595,1,Inactive
DTXSID9020089,101-05-3,Anilazine,C9H5Cl3N4,273.957979,275.52,ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,35,680,5,Inactive
DTXSID9020110,68844-77-9,Astemizole,C28H31FN4O,458.24819,458.581,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,226,453,50,Inactive
DTXSID9020160,82657-04-3,Bifenthrin,C23H22ClF3O2,422.126042,422.87,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,125,778,16,Inactive
DTXSID9020164,3296-90-0,Pentaerythritol dibromide,C5H10Br2O2,259.904756,261.941,OCC(CO)(CBr)CBr,7,604,1,Inactive
DTXSID9020168,111-44-4,Bis(chloroethyl) ether,C4H8Cl2O,141.99522,143.01,ClCCOCCCl,3,615,0,Inactive
DTXSID9020249,1563-66-2,Carbofuran,C12H15NO3,221.105193,221.256,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,42,616,7,Inactive
DTXSID9020243,133-06-2,Captan,C9H8Cl3NO2S,298.934133,300.58,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,241,730,33,Inactive
DTXSID9020247,63-25-2,Carbaryl,C12H11NO2,201.078979,201.225,CNC(=O)OC1=C2C=CC=CC2=CC=C1,98,741,13,Inactive
DTXSID9020293,532-27-4,2-Chloroacetophenone,C8H7ClO,154.018542,154.59,ClCC(=O)C1=CC=CC=C1,166,566,29,Active
DTXSID9020322,94-20-2,Chlorpropamide,C10H13ClN2O3S,276.033541,276.74,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,0,321,0,Inactive
DTXSID9020295,106-47-8,4-Chloroaniline,C6H6ClN,127.018877,127.57,NC1=CC=C(Cl)C=C1,19,596,3,Inactive
DTXSID9020370,1596-84-5,Daminozide,C6H12N2O3,160.084792,160.173,CN(C)NC(=O)CCC(O)=O,6,657,1,Inactive
DTXSID9020299,510-15-6,Chlorobenzilate,C16H14Cl2O3,324.032,325.19,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,215,616,35,Inactive
DTXSID9020372,53-19-0,Mitotane,C14H10Cl4,317.953661,320.03,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,152,405,38,Inactive
DTXSID9020374,72-55-9,"p,p'-DDE",C14H8Cl4,315.938011,318.02,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,225,700,32,Inactive
DTXSID9020376,1163-19-5,"2,2',3,3',4,4',5,5',6,6'-Decabromodiphenyl ether",C12Br10O,949.178295,959.171,BrC1=C(Br)C(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br,0,204,0,Inactive
DTXSID9020409,53-70-3,"Dibenz[a,h]anthracene",C22H14,278.10955,278.354,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1,49,498,10,Inactive
DTXSID9020451,1212-29-9,"N,N'-Dicyclohexylthiourea",C13H24N2S,240.16602,240.41,S=C(NC1CCCCC1)NC1CCCCC1,68,445,15,Inactive
DTXSID9020378,14484-47-0,Deflazacort,C25H31NO6,441.215138,441.524,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,25,319,8,Inactive
DTXSID9020401,137-09-7,"2,4-Diaminophenol dihydrochloride",C6H10Cl2N2O,196.017018,197.06,Cl.Cl.NC1=CC=C(O)C(N)=C1,40,318,13,Inactive
DTXSID9020453,60-57-1,Dieldrin,C12H8Cl6O,377.870631,380.9,[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])[C@@]2([H])[C@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,202,659,31,Inactive
DTXSID9020580,150-69-6,Dulcin,C9H12N2O2,180.089878,180.207,CCOC1=CC=C(NC(N)=O)C=C1,3,322,1,Inactive
DTXSID9020617,97-53-0,Eugenol,C10H12O2,164.08373,164.204,COC1=C(O)C=CC(CC=C)=C1,16,630,3,Inactive
DTXSID9020582,91-53-2,Ethoxyquin,C14H19NO,217.146664,217.312,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1,128,642,20,Inactive
DTXSID9020407,333-41-5,Diazinon,C12H21N2O3PS,304.101051,304.34,CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,82,731,11,Inactive
DTXSID9020663,56-81-5,Glycerol,C3H8O3,92.047344,92.094,OCC(O)CO,9,637,1,Inactive
DTXSID9020740,53-86-1,Indomethacin,C19H16ClNO4,357.076786,357.79,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,35,624,6,Inactive
DTXSID9020790,1634-78-2,Malaoxon,C10H19O7PS,314.058911,314.29,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,37,766,5,Inactive
DTXSID9020827,72-43-5,Methoxychlor,C16H15Cl3O2,344.013763,345.64,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,219,828,26,Inactive
DTXSID9020792,123-33-1,Maleic hydrazide,C4H4N2O2,112.027277,112.088,O=C1NNC(=O)C=C1,7,644,1,Inactive
DTXSID9020794,12427-38-2,Maneb,C4H6MnN2S4,264.879427,265.28,[Mn++].[S-]C(=S)NCCNC([S-])=S,213,838,25,Inactive
DTXSID9021134,103-85-5,1-Phenyl-2-thiourea,C7H8N2S,152.040819,152.22,NC(=S)NC1=CC=CC=C1,27,431,6,Inactive
DTXSID9020956,121-19-7,4-Hydroxy-3-nitrophenylarsonic acid,C6H6AsNO6,262.941107,263.037,OC1=C(C=C(C=C1)[As](O)(O)=O)[N+]([O-])=O,2,318,1,Inactive
DTXSID9020958,99-56-9,"4-Nitro-1,2-phenylenediamine",C6H7N3O2,153.053826,153.141,NC1=C(N)C=C(C=C1)[N+]([O-])=O,48,321,15,Inactive
DTXSID9021053,614-00-6,N-Methyl-N-nitrosoaniline,C7H8N2O,136.063663,136.154,CN(N=O)C1=CC=CC=C1,0,316,0,Inactive
DTXSID9021130,89-25-8,1-Phenyl-3-methyl-5-pyrazolone,C10H10N2O,174.079313,174.203,CC1=NN(C(=O)C1)C1=CC=CC=C1,14,436,3,Inactive
DTXSID60531941,01-02-2097,2-Methoxy-2-phenylacetic acid,C16H20Si,166.062994,240.421,CC1=CC=C(C=C1)[Si](C)(C)C1=CC=C(C)C=C1,1,316,0,Inactive
DTXSID9021136,50-33-9,"4-Butyl-1,2-diphenyl-3,5-Pyrazolidinedione",C19H20N2O2,308.152478,308.381,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,16,447,4,Inactive
DTXSID9020877,90-12-0,1-Methylnaphthalene,C11H10,142.07825,142.201,CC1=C2C=CC=CC2=CC=C1,1,570,0,Inactive
DTXSID9020902,315-22-0,Monocrotaline,C16H23NO6,325.152537,325.361,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,3,319,1,Inactive
DTXSID9021138,106-50-3,"1,4-Benzenediamine",C6H8N2,108.068748,108.144,NC1=CC=C(N)C=C1,61,370,16,Inactive
DTXSID9021182,55268-74-1,Praziquantel,C19H24N2O2,312.183778,312.413,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,9,319,3,Inactive
DTXSID9021184,50-24-8,Prednisolone,C21H28O5,360.193674,360.45,[H][C@]12[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)CO)[C@@H]1CCC1=CC(=O)C=C[C@]21C,18,331,5,Inactive
DTXSID9021342,97-18-7,Bithionol,C12H6Cl4O2S,353.884261,356.04,OC1=C(Cl)C=C(Cl)C=C1SC1=C(O)C(Cl)=CC(Cl)=C1,236,443,53,Inactive
DTXSID9021188,57-66-9,Probenecid,C13H19NO4S,285.103479,285.36,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,2,321,1,Inactive
DTXSID9021344,139-65-1,"4,4'-Thiodianiline",C12H12N2S,216.07212,216.3,NC1=CC=C(SC2=CC=C(N)C=C2)C=C1,21,324,6,Inactive
DTXSID9021217,58-14-0,Pyrimethamine,C12H13ClN4,248.082874,248.71,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,142,623,23,Active
DTXSID9021215,98-96-4,Pyrazinamide,C5H5N3O,123.043262,123.115,NC(=O)C1=NC=CN=C1,0,321,0,Inactive
DTXSID9021390,96-18-4,"1,2,3-Trichloropropane",C3H5Cl3,145.945683,147.42,ClCC(Cl)CCl,5,600,1,Inactive
DTXSID9021392,102-71-6,Triethanolamine,C6H15NO3,149.105193,149.19,OCCN(CCO)CCO,4,577,1,Inactive
DTXSID9021346,79-19-6,Thiosemicarbazide,CH5N3S,91.020418,91.13,NNC(N)=S,60,320,19,Inactive
DTXSID9021427,51-79-6,Urethane,C3H7NO2,89.047678,89.094,CCOC(N)=O,1,582,0,Inactive
DTXSID9021348,62-56-6,Thiourea,CH4N2S,76.009519,76.12,NC(N)=S,3,356,1,Inactive
DTXSID9021477,13755-29-8,Sodium tetrafluoroborate,BF4Na,109.992687,109.79,[Na+].F[B-](F)(F)F,1,347,0,Inactive
DTXSID9021635,78-84-2,2-Methylpropanal,C4H8O,72.057515,72.107,CC(C)C=O,8,320,3,Inactive
DTXSID9021683,505-52-2,Tridecanedioic acid,C13H24O4,244.167459,244.331,OC(=O)CCCCCCCCCCCC(O)=O,10,321,3,Inactive
DTXSID9021479,304-28-9,"2,7-Acetylaminofluorene",C17H16N2O2,280.121178,280.327,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,6,316,2,Inactive
DTXSID9021689,1120-21-4,Undecane,C11H24,156.187801,156.313,CCCCCCCCCCC,4,602,1,Inactive
DTXSID9021639,124-19-6,Nonanal,C9H18O,142.135765,142.242,CCCCCCCCC=O,6,478,1,Inactive
DTXSID9021554,334-48-5,Decanoic acid,C10H20O2,172.14633,172.268,CCCCCCCCCC(O)=O,19,602,3,Inactive
DTXSID9021550,506-68-3,Cyanogen bromide,CBrN,104.921412,105.922,BrC#N,2,199,1,Inactive
DTXSID9021922,110-73-6,2-(Ethylamino)ethanol,C4H11NO,89.084064,89.138,CCNCCO,3,349,1,Inactive
DTXSID9021710,56-37-1,Benzyl trialkyl ammonium compound C2:C2:C2 (BTAAC C2:C2:C2),C13H22ClN,227.144077,227.78,[Cl-].CC[N+](CC)(CC)CC1=CC=CC=C1,4,304,1,Inactive
DTXSID9021843,100-70-9,2-Pyridinecarbonitrile,C6H4N2,104.037448,104.112,N#CC1=NC=CC=C1,0,321,0,Inactive
DTXSID9021764,78-96-6,1-Amino-2-propanol,C3H9NO,75.068414,75.111,CC(O)CN,0,350,0,Inactive
DTXSID9021897,108-99-6,3-Methylpyridine,C6H7N,93.057849,93.129,CC1=CC=CN=C1,7,455,2,Inactive
DTXSID9021847,101-84-8,Diphenyl oxide,C12H10O,170.073165,170.211,O(C1=CC=CC=C1)C1=CC=CC=C1,29,462,6,Inactive
DTXSID9021716,58-90-2,"2,3,4,6-Tetrachlorophenol",C6H2Cl4O,229.885976,231.88,OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,138,433,32,Inactive
DTXSID9021978,123-15-9,2-Methylpentanal,C6H12O,100.088815,100.161,CCCC(C)C=O,1,195,1,Inactive
DTXSID9022104,693-54-9,2-Decanone,C10H20O,156.151415,156.269,CCCCCCCCC(C)=O,1,203,0,Inactive
DTXSID9022310,486-66-8,Daidzein,C15H10O4,254.057909,254.241,[H]C1=CC(O)=CC2=C1C(=O)C(=CO2)C1=CC=C(O)C=C1,95,656,14,Inactive
DTXSID9021976,122-99-6,2-Phenoxyethanol,C8H10O2,138.06808,138.166,OCCOC1=CC=CC=C1,6,634,1,Inactive
