DTXSID,CASRN,PREFERRED.NAME,MOLECULAR_FORMULA,MONOISOTOPIC.MASS,AVERAGE_MASS,SMILES,ToxCast.Active,ToxCast.Total,X..ToxCast.Active,HIT.CALL,C,H,N,O,S
DTXSID8027454,2044-64-6,"N,N-Dimethylacetoacetamide",C6H11NO2,129.078979,129.159,CN(C)C(=O)CC(C)=O,1,356,0,Inactive,6,11,1,2,0
DTXSID8027797,18268-70-7,Tetraethylene glycol di(2-ethylhexanoate),C24H46O7,446.324354,446.625,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,31,430,7,Inactive,24,46,0,7,0
DTXSID8027589,5131-66-8,1-Butoxy-2-propanol,C7H16O2,132.11503,132.203,CCCCOCC(C)O,1,323,0,Inactive,7,16,0,2,0
DTXSID8027747,13472-08-7,"2,2'-Azobis(2-methylbutanenitrile)",C10H16N4,192.137497,192.266,CCC(C)(N=NC(C)(CC)C#N)C#N,6,428,1,Inactive,10,16,4,0,0
DTXSID8027793,17796-82-6,N-(Cyclohexylthio)phthalimide,C14H15NO2S,261.08235,261.34,O=C1N(SC2CCCCC2)C(=O)C2=C1C=CC=C2,135,350,39,Active,14,15,1,2,1
DTXSID8029105,70-55-3,4-Toluenesulfonamide,C7H9NO2S,171.0354,171.21,CC1=CC=C(C=C1)S(N)(=O)=O,1,349,0,Inactive,7,9,1,2,1
DTXSID8029153,120-51-4,Benzyl benzoate,C14H12O2,212.08373,212.248,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,5,351,1,Inactive,14,12,0,2,0
DTXSID8029282,6807-17-6,"4,4'-(4-Methylpentane-2,2-diyl)diphenol",C18H22O2,270.16198,270.372,CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,166,331,50,Active,18,22,0,2,0
DTXSID8029286,7328-97-4,"1,1,2,2-(4,4',4'',4'''-Tetraglycidyloxyphenyl)ethane",C38H38O8,622.256668,622.714,C(OC1=CC=C(C=C1)C(C(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1CO1,60,316,19,Active,38,38,0,8,0
DTXSID8029157,122-40-7,alpha-Amyl cinnamaldehyde,C14H18O,202.135765,202.297,CCCCCC(C=O)=CC1=CC=CC=C1,74,467,16,Active,14,18,0,1,0
DTXSID8027959,29911-28-2,1-[(1-Butoxy-2-propanyl)oxy]-2-propanol,C10H22O3,190.156895,190.283,CCCCOCC(C)OCC(C)O,0,318,0,Inactive,10,22,0,3,0
DTXSID8029600,79-39-0,Methacrylamide,C4H7NO,85.052764,85.106,CC(=C)C(N)=O,1,559,0,Inactive,4,7,1,1,0
DTXSID8029650,1490-04-6,Menthol,C10H20O,156.151415,156.269,CC(C)C1CCC(C)CC1O,2,350,1,Inactive,10,20,0,1,0
DTXSID8029159,123-17-1,"2,6,8-Trimethyl-4-nonanol",C12H26O,186.198365,186.339,CC(C)CC(C)CC(O)CC(C)C,6,352,2,Inactive,12,26,0,1,0
DTXSID8030423,6051-87-2,"5,6-Benzoflavone",C19H12O2,272.08373,272.303,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,64,334,19,Inactive,19,12,0,2,0
DTXSID8031077,458-37-7,Curcumin,C21H20O6,368.125988,368.385,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,248,463,54,Active,21,20,0,6,0
DTXSID8032544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",C13H17NO4,251.115758,251.282,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,19,633,3,Inactive,13,17,1,4,0
DTXSID8032671,70630-17-0,Metalaxyl-M,C15H21NO4,279.147058,279.336,COCC(=O)N([C@H](C)C(=O)OC)C1=C(C)C=CC=C1C,2,311,1,Inactive,15,21,1,4,0
DTXSID8034580,26225-79-6,Ethofumesate,C13H18O5S,286.087495,286.34,CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,134,661,20,Inactive,13,18,0,5,1
DTXSID8034401,69327-76-0,Buprofezin,C16H23N3OS,305.156184,305.44,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,220,666,33,Inactive,16,23,3,1,1
DTXSID8034376,3734-33-6,Denatonium benzoate,C28H34N2O3,446.256943,446.591,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,15,468,3,Inactive,28,34,2,3,0
DTXSID8034588,131807-57-3,Famoxadone,C22H18N2O4,374.126657,374.396,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,266,659,40,Inactive,22,18,2,4,0
DTXSID8034665,81334-34-1,Imazapyr,C13H15N3O3,261.111341,261.281,CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O,9,675,1,Inactive,13,15,3,3,0
DTXSID8034792,5259-88-1,Oxycarboxin,C12H13NO4S,267.056529,267.3,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,87,318,27,Active,12,13,1,4,1
DTXSID8034823,243973-20-8,Pinoxaden,C23H32N2O4,400.236208,400.519,CCC1=CC(C)=CC(CC)=C1C1=C(OC(=O)C(C)(C)C)N2CCOCCN2C1=O,35,309,11,Inactive,23,32,2,4,0
DTXSID8034877,53112-28-0,Pyrimethanil,C12H13N3,199.110947,199.257,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,55,648,8,Inactive,12,13,3,0,0
DTXSID8035001,112-38-9,10-Undecenoic acid,C11H20O2,184.14633,184.279,OC(=O)CCCCCCCCC=C,18,596,3,Inactive,11,20,0,2,0
DTXSID8035180,584-79-2,Allethrin,C19H26O3,302.188195,302.414,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,235,760,31,Inactive,19,26,0,3,0
DTXSID8035217,6440-58-0,"1,3-Dimethylol-5,5-dimethylhydantoin",C7H12N2O4,188.079707,188.183,CC1(C)N(CO)C(=O)N(CO)C1=O,2,200,1,Inactive,7,12,2,4,0
DTXSID8035423,571-58-4,"1,4-Dimethylnaphthalene",C12H12,156.0939,156.228,CC1=CC=C(C)C2=C1C=CC=C2,5,350,1,Inactive,12,12,0,0,0
DTXSID8037752,744-45-6,Diphenyl isophthalate,C20H14O4,318.089209,318.328,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,24,625,4,Inactive,20,14,0,4,0
DTXSID8037596,1014-70-6,Simetryn,C8H15N5S,213.104817,213.3,CCNC1=NC(SC)=NC(NCC)=N1,2,316,1,Inactive,8,15,5,0,1
DTXSID8037754,101-37-1,"2,4,6-Tris(allyloxy)-1,3,5-triazine",C12H15N3O3,249.111341,249.27,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,19,365,5,Inactive,12,15,3,3,0
DTXSID8037750,65405-77-8,(3Z)-Hexenyl salicylate,C13H16O3,220.109944,220.268,CC\C=C/CCOC(=O)C1=C(O)C=CC=C1,84,447,19,Active,13,16,0,3,0
DTXSID8037756,1123-85-9,2-Phenylpropan-1-ol,C9H12O,136.088815,136.194,CC(CO)C1=CC=CC=C1,1,322,0,Inactive,9,12,0,1,0
DTXSID8038801,2312-73-4,N-Benzyl-9-(tetrahydro-2H-pyran-2-yl)adenine,C17H19N5O,309.15896,309.373,C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,21,319,7,Inactive,17,19,5,1,0
DTXSID8040694,136-60-7,Butyl benzoate,C11H14O2,178.09938,178.231,CCCCOC(=O)C1=CC=CC=C1,4,581,1,Inactive,11,14,0,2,0
DTXSID8040145,3173-72-6,"1,5-Naphthalene diisocyanate",C12H6N2O2,210.042927,210.192,O=C=NC1=CC=CC2=C(C=CC=C12)N=C=O,7,197,4,Inactive,12,6,2,2,0
DTXSID8040484,66575-29-9,Forskolin,C22H34O7,410.230453,410.507,[H][C@@]12[C@H](O)[C@H](OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C)C=C,91,371,25,Active,22,34,0,7,0
DTXSID8040721,92-68-2,4-Cyclohexylcyclohexanone,C12H20O,180.151415,180.291,O=C1CCC(CC1)C1CCCCC1,54,617,9,Inactive,12,20,0,1,0
DTXSID8040779,3648-21-3,Diheptyl phthalate,C22H34O4,362.24571,362.51,CCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC,8,317,3,Inactive,22,34,0,4,0
DTXSID8041242,68052-23-3,"2,2,4-Trimethylpentane-1,3-diyl dibenzoate",C22H26O4,354.183109,354.446,CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C1=CC=CC=C1,28,319,9,Inactive,22,26,0,4,0
DTXSID8041117,80214-83-1,Roxithromycin,C41H76N2O15,836.52457,837.058,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,13,321,4,Inactive,41,76,2,15,0
DTXSID8041327,89-00-9,Quinolinic acid,C7H5NO4,167.021858,167.12,OC(=O)C1=C(N=CC=C1)C(O)=O,0,321,0,Inactive,7,5,1,4,0
DTXSID8041379,489-01-0,"2,6-Di-tert-butyl-4-methoxyphenol",C15H24O2,236.17763,236.355,COC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,35,353,10,Inactive,15,24,0,2,0
DTXSID8041298,695-06-7,gamma-Caprolactone,C6H10O2,114.06808,114.144,CCC1CCC(=O)O1,3,346,1,Inactive,6,10,0,2,0
DTXSID8041321,513-85-9,"2,3-Butanediol",C4H10O2,90.06808,90.122,CC(O)C(C)O,2,316,1,Inactive,4,10,0,2,0
DTXSID8041246,504-63-2,"1,3-Propanediol",C3H8O2,76.052429,76.095,OCCCO,2,334,1,Inactive,3,8,0,2,0
DTXSID8041400,115-84-4,"2-Butyl-2-ethyl-1,3-propanediol",C9H20O2,160.14633,160.257,CCCCC(CC)(CO)CO,2,319,1,Inactive,9,20,0,2,0
DTXSID8041248,88-58-4,"2,5-Di-tert-butylbenzene-1,4-diol",C14H22O2,222.16198,222.328,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,250,676,37,Inactive,14,22,0,2,0
DTXSID8041610,147-81-9,Arabinose,C5H10O5,150.052823,150.13,OC[C@@H](O)[C@@H](O)[C@H](O)C=O,1,353,0,Inactive,5,10,0,5,0
DTXSID8041668,103-29-7,Bibenzyl,C14H14,182.10955,182.266,C(CC1=CC=CC=C1)C1=CC=CC=C1,105,433,24,Inactive,14,14,0,0,0
DTXSID8041371,23778-52-1,"3,6,9,12,15-Pentaoxahexadecanol",C11H24O6,252.157288,252.307,COCCOCCOCCOCCOCCO,0,317,0,Inactive,11,24,0,6,0
DTXSID8042052,95-13-6,1H-Indene,C9H8,116.0626,116.163,C1C=CC2=CC=CC=C12,11,351,3,Inactive,9,8,0,0,0
DTXSID8041745,2481-94-9,C.I. Solvent Yellow 56,C16H19N3,253.157898,253.349,CCN(CC)C1=CC=C(C=C1)N=NC1=CC=CC=C1,112,321,35,Inactive,16,19,3,0,0
DTXSID8041955,139-87-7,Ethyl diethanolamine,C6H15NO2,133.110279,133.191,CCN(CCO)CCO,3,349,1,Inactive,6,15,1,2,0
DTXSID8041957,122-51-0,Ethyl orthoformate,C7H16O3,148.109944,148.202,CCOC(OCC)OCC,2,352,1,Inactive,7,16,0,3,0
DTXSID8042187,109-46-6,"N,N'-Dibutylthiourea",C9H20N2S,188.13472,188.33,CCCCNC(=S)NCCCC,38,351,11,Inactive,9,20,2,0,1
DTXSID8042343,111-43-3,Propyl ether,C6H14O,102.104465,102.177,CCCOCCC,1,322,0,Inactive,6,14,0,1,0
DTXSID8042264,4986-89-4,Pentaerythritol tetraacrylate,C17H20O8,352.115818,352.339,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,141,319,44,Active,17,20,0,8,0
DTXSID8042189,4107-98-6,"N,N-Diisopropylaniline",C12H19N,177.15175,177.291,CC(C)N(C(C)C)C1=CC=CC=C1,0,350,0,Inactive,12,19,1,0,0
DTXSID8042210,120-94-5,N-Methylpyrrolidine,C5H11N,85.089149,85.15,CN1CCCC1,1,318,0,Inactive,5,11,1,0,0
DTXSID8042424,59-40-5,Sulfaquinoxaline,C14H12N4O2S,300.068097,300.34,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,6,351,2,Inactive,14,12,4,2,1
DTXSID8042422,93-56-1,Styrene glycol,C8H10O2,138.06808,138.166,OCC(O)C1=CC=CC=C1,2,345,1,Inactive,8,10,0,2,0
DTXSID8043941,2591-86-8,N-Formylpiperidine,C6H11NO,113.084064,113.16,O=CN1CCCCC1,0,324,0,Inactive,6,11,1,1,0
DTXSID8042507,64-10-8,1-Phenylurea,C7H8N2O,136.063663,136.154,NC(=O)NC1=CC=CC=C1,2,345,1,Inactive,7,8,2,1,0
DTXSID8042503,55934-93-5,Tripropylene glycol butyl ether,C13H28O4,248.198759,248.363,CCCCOC(CC)OC(C)COC(O)CC,0,344,0,Inactive,13,28,0,4,0
DTXSID8042426,5138-18-1,Sulfosuccinic acid,C4H6O7S,197.983424,198.15,OC(=O)CC(C(O)=O)S(O)(=O)=O,1,351,0,Inactive,4,6,0,7,1
DTXSID8044381,13676-54-5,Bismaleimide,C21H14N2O4,358.095357,358.353,O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(C=C2)N2C(=O)C=CC2=O)C=C1,255,440,58,Inactive,21,14,2,4,0
DTXSID8044200,111-17-1,"3,3'-Thiodipropionic acid",C6H10O4S,178.02998,178.2,OC(=O)CCSCCC(O)=O,1,321,0,Inactive,6,10,0,4,1
DTXSID8044383,139-66-2,Diphenyl sulfide,C12H10S,186.050321,186.27,S(C1=CC=CC=C1)C1=CC=CC=C1,92,429,21,Inactive,12,10,0,0,1
DTXSID8044202,112-14-1,Octyl acetate,C10H20O2,172.14633,172.268,CCCCCCCCOC(C)=O,2,345,1,Inactive,10,20,0,2,0
DTXSID8044385,1885-38-7,(2E)-3-Phenylprop-2-enenitrile,C9H7N,129.057849,129.162,N#C\C=C\C1=CC=CC=C1,2,197,1,Inactive,9,7,1,0,0
DTXSID8044389,56539-66-3,3-Methoxy-3-methylbutan-1-ol,C6H14O2,118.09938,118.176,COC(C)(C)CCO,1,320,0,Inactive,6,14,0,2,0
DTXSID8044416,3068-00-6,"1,2,4-Butanetriol",C4H10O3,106.062994,106.121,OCCC(O)CO,2,208,1,Inactive,4,10,0,3,0
DTXSID8044547,137-03-1,2-Heptylcyclopentanone,C12H22O,182.167065,182.307,CCCCCCCC1CCCC1=O,50,426,12,Inactive,12,22,0,1,0
DTXSID8044464,81-64-1,"1,4-Dihydroxyanthracene-9,10-dione",C14H8O4,240.042259,240.214,OC1=CC=C(O)C2=C1C(=O)C1=C(C=CC=C1)C2=O,66,438,15,Inactive,14,8,0,4,0
DTXSID8044676,4536-30-5,2-(Dodecyloxy)ethanol,C14H30O2,230.22458,230.392,CCCCCCCCCCCCOCCO,51,319,16,Inactive,14,30,0,2,0
DTXSID8044753,106-72-9,"2,6-Dimethylhept-5-enal",C9H16O,140.120115,140.226,CC(CCC=C(C)C)C=O,5,318,2,Inactive,9,16,0,1,0
DTXSID8044757,659-70-1,3-Methylbutyl 3-methylbutanoate,C10H20O2,172.14633,172.268,CC(C)CCOC(=O)CC(C)C,7,318,2,Inactive,10,20,0,2,0
DTXSID8044755,2705-87-5,Prop-2-en-1-yl 3-cyclohexylpropanoate,C12H20O2,196.14633,196.29,C=CCOC(=O)CCC1CCCCC1,5,439,1,Inactive,12,20,0,2,0
DTXSID8044832,7549-37-3,"1,1-Dimethoxy-3,7-dimethylocta-2,6-diene",C12H22O2,198.16198,198.306,COC(OC)C=C(C)CCC=C(C)C,5,318,2,Inactive,12,22,0,2,0
DTXSID8044830,7473-98-5,2-Hydroxy-2-methylpropiophenone,C10H12O2,164.08373,164.204,CC(C)(O)C(=O)C1=CC=CC=C1,2,321,1,Inactive,10,12,0,2,0
DTXSID8044913,3179-80-4,N-[3-(Dimethylamino)propyl]dodecanamide,C17H36N2O,284.282764,284.488,CCCCCCCCCCCC(=O)NCCCN(C)C,160,319,50,Active,17,36,2,1,0
DTXSID8044678,4682-36-4,Orphenadrine dihydrogen citrate,C24H31NO8,461.204967,461.511,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,22,316,7,Active,24,31,1,8,0
DTXSID8044836,1470-79-7,"2,4,4'-Trihydroxybenzophenone",C13H10O4,230.057909,230.219,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O,106,498,21,Active,13,10,0,4,0
DTXSID8044880,23305-64-8,2-[2-(2-Propoxyethoxy)ethoxy]ethanol,C9H20O4,192.136159,192.255,CCCOCCOCCOCCO,0,316,0,Inactive,9,20,0,4,0
DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,C12H18O5,242.115424,242.271,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,1,318,0,Inactive,12,18,0,5,0
DTXSID8044886,2420-87-3,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",C16H6O6,294.016438,294.218,O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,25,316,8,Inactive,16,6,0,6,0
DTXSID8045191,66357-35-5,Ranitidine,C13H22N4O3S,314.141262,314.4,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,2,352,1,Inactive,13,22,4,3,1
DTXSID8047050,4674-50-4,Nootkatone,C15H22O,218.167065,218.34,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C,15,318,5,Inactive,15,22,0,1,0
DTXSID8047058,539-88-8,Ethyl levulinate,C7H12O3,144.078644,144.17,CCOC(=O)CCC(C)=O,1,318,0,Inactive,7,12,0,3,0
DTXSID8047139,37609-25-9,5-Cyclohexadecen-1-one,C16H28O,236.214016,236.399,O=C1CCCCCCCCCCC=CCCC1,40,318,13,Inactive,16,28,0,1,0
DTXSID8047185,94-46-2,Isopentyl benzoate,C12H16O2,192.11503,192.258,CC(C)CCOC(=O)C1=CC=CC=C1,2,347,1,Inactive,12,16,0,2,0
DTXSID8047187,141-14-0,Citronellyl propionate,C13H24O2,212.17763,212.333,CCC(=O)OCCC(C)CCC=C(C)C,8,321,2,Inactive,13,24,0,2,0
DTXSID8047189,112-17-4,Decyl acetate,C12H24O2,200.17763,200.322,CCCCCCCCCCOC(C)=O,3,318,1,Inactive,12,24,0,2,0
DTXSID8047133,22694-96-8,"2,4,5-Trimethyl-3-oxazoline",C6H11NO,113.084064,113.16,CC1OC(C)C(C)=N1,18,316,6,Active,6,11,1,1,0
DTXSID8047135,137-06-4,2-Methylbenzenethiol,C7H8S,124.034671,124.2,CC1=CC=CC=C1S,25,318,8,Inactive,7,8,0,0,1
DTXSID8047056,102-87-4,"N,N-Didodecyl-1-dodecanamine",C36H75N,521.589951,522.003,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0,316,0,Inactive,36,75,1,0,0
DTXSID8047262,207736-05-8,CI-1029,C28H37NO4S,483.24433,483.67,CC(C)[C@]1(CCC2=CC=C(N)C=C2)CC(O)=C(SC2=CC(C)=C(CO)C=C2C(C)(C)C)C(=O)O1,54,668,8,Inactive,28,37,1,4,1
DTXSID8047347,155990-20-8,SR271425,C22H27N3O3S,413.177313,413.54,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,358,686,52,Active,22,27,3,3,1
DTXSID8047399,33704-61-9,Cashmeran,C14H22O,206.167065,206.329,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,9,318,3,Inactive,14,22,0,1,0
DTXSID8047420,122-48-5,4-(4-Hydroxy-3-methoxyphenyl)-2-butanone,C11H14O3,194.094294,194.23,COC1=CC(CCC(C)=O)=CC=C1O,5,318,2,Inactive,11,14,0,3,0
DTXSID8047422,31375-17-4,1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one,C13H22O,194.167065,194.318,CCC(=O)C1CC(CC=C1C)C(C)C,5,318,2,Inactive,13,22,0,1,0
DTXSID8047424,90-42-6,"1,1'-Bi(cyclohexyl)-2-one",C12H20O,180.151415,180.291,O=C1CCCCC1C1CCCCC1,2,318,1,Inactive,12,20,0,1,0
DTXSID8047426,99-49-0,dl-Carvone,C10H14O,150.104465,150.221,CC(=C)C1CC=C(C)C(=O)C1,2,318,1,Inactive,10,14,0,1,0
DTXSID8047551,5579-78-2,epsilon-Decalactone,C10H18O2,170.13068,170.252,CCCCC1CCCCC(=O)O1,4,318,1,Inactive,10,18,0,2,0
DTXSID8047470,1331-83-5,Methoxybenzyl acetate,C10H12O3,180.078644,180.203,"CO*.CC(=O)OCC1=CC=CC=C1 |c:9,11,t:7,lp:1:2,5:2,6:2,m:2:12.13.11|",0,318,0,Inactive,10,12,0,3,0
DTXSID8047472,927-62-8,"N,N-Dimethylbutylamine",C6H15N,101.120449,101.193,CCCCN(C)C,2,197,1,Inactive,6,15,1,0,0
DTXSID8047559,2639-63-6,Hexyl butyrate,C10H20O2,172.14633,172.268,CCCCCCOC(=O)CCC,3,321,1,Inactive,10,20,0,2,0
DTXSID8047636,1117-55-1,Hexyl octanoate,C14H28O2,228.20893,228.376,CCCCCCCC(=O)OCCCCCC,6,318,2,Inactive,14,28,0,2,0
DTXSID8047682,4927-39-3,4-Cyclohexyl-4-methyl-pentan-2-one,C12H22O,182.167065,182.307,CC(=O)CC(C)(C)C1CCCCC1,1,318,0,Inactive,12,22,0,1,0
DTXSID8047890,79-97-0,"3,3'-Dimethylbisphenol A",C17H20O2,256.14633,256.345,CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,188,456,41,Active,17,20,0,2,0
DTXSID8047686,564-20-5,(3aR)-(+)-Sclareolide,C16H26O2,250.19328,250.382,C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CC(=O)O2,31,318,10,Inactive,16,26,0,2,0
DTXSID8047684,55719-85-2,Phenethyl 2-methylcrotonate,C13H16O2,204.11503,204.269,C\C=C(/C)C(=O)OCCC1=CC=CC=C1,7,318,2,Inactive,13,16,0,2,0
DTXSID8047713,7549-33-9,Anisyl propionate,C11H14O3,194.094294,194.23,CCC(=O)OCC1=CC=C(OC)C=C1,3,318,1,Inactive,11,14,0,3,0
DTXSID8047717,7779-78-4,4-Methyl-1-phenylpentan-2-ol,C12H18O,178.135765,178.275,CC(C)CC(O)CC1=CC=CC=C1,2,318,1,Inactive,12,18,0,1,0
DTXSID8047769,526-73-8,"1,2,3-Trimethylbenzene",C9H12,120.0939,120.195,CC1=CC=CC(C)=C1C,1,216,0,Inactive,9,12,0,0,0
DTXSID8048521,1191914-21-2,PharmaGSID_48521,C31H49N5O4,555.378455,555.764,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,9,580,2,Inactive,31,49,5,4,0
DTXSID8051540,105-90-8,Geranyl propionate,C13H22O2,210.16198,210.317,CCC(=O)OC\C=C(/C)CCC=C(C)C,2,197,1,Inactive,13,22,0,2,0
DTXSID8051542,106-32-1,Ethyl octanoate,C10H20O2,172.14633,172.268,CCCCCCCC(=O)OCC,1,196,1,Inactive,10,20,0,2,0
DTXSID8051544,106-58-1,"1,4-Dimethylpiperazine",C6H14N2,114.115698,114.192,CN1CCN(C)CC1,3,197,2,Inactive,6,14,2,0,0
DTXSID8051629,123-56-8,Succinimide,C4H5NO2,99.032028,99.089,O=C1CCC(=O)N1,7,196,4,Inactive,4,5,1,2,0
DTXSID8051754,1569-60-4,6-Methylhept-5-en-2-ol,C8H16O,128.120115,128.215,CC(O)CCC=C(C)C,0,197,0,Inactive,8,16,0,1,0
DTXSID8051914,2479-46-1,"1,3-Phenylenedi(4-aminophenyl ether)",C18H16N2O2,292.121178,292.338,NC1=CC=C(OC2=CC(OC3=CC=C(N)C=C3)=CC=C2)C=C1,47,217,22,Active,18,16,2,2,0
DTXSID8052198,544-01-4,Di-iso-amyl ether,C10H22O,158.167065,158.285,CC(C)CCOCCC(C)C,3,209,1,Inactive,10,22,0,1,0
DTXSID8052308,626-48-2,6-Methyluracil,C5H6N2O2,126.042927,126.115,CC1=CC(=O)NC(=O)N1,0,196,0,Inactive,5,6,2,2,0
DTXSID9020116,320-67-2,5-Azacytidine,C8H12N4O5,244.08077,244.207,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,108,382,28,Active,8,12,4,5,0
DTXSID9020118,115-02-6,Azaserine,C5H7N3O4,173.043656,173.128,N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,16,319,5,Inactive,5,7,3,4,0
DTXSID9020087,4180-23-8,(E)-Anethole,C10H12O,148.088815,148.205,COC1=CC=C(\C=C\C)C=C1,7,595,1,Inactive,10,12,0,1,0
DTXSID9020249,1563-66-2,Carbofuran,C12H15NO3,221.105193,221.256,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,42,616,7,Inactive,12,15,1,3,0
DTXSID9020247,63-25-2,Carbaryl,C12H11NO2,201.078979,201.225,CNC(=O)OC1=C2C=CC=CC2=CC=C1,98,741,13,Inactive,12,11,1,2,0
DTXSID9020370,1596-84-5,Daminozide,C6H12N2O3,160.084792,160.173,CN(C)NC(=O)CCC(O)=O,6,657,1,Inactive,6,12,2,3,0
DTXSID9020409,53-70-3,"Dibenz[a,h]anthracene",C22H14,278.10955,278.354,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1,49,498,10,Inactive,22,14,0,0,0
DTXSID9020451,1212-29-9,"N,N'-Dicyclohexylthiourea",C13H24N2S,240.16602,240.41,S=C(NC1CCCCC1)NC1CCCCC1,68,445,15,Inactive,13,24,2,0,1
DTXSID9020378,14484-47-0,Deflazacort,C25H31NO6,441.215138,441.524,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,25,319,8,Inactive,25,31,1,6,0
DTXSID9020580,150-69-6,Dulcin,C9H12N2O2,180.089878,180.207,CCOC1=CC=C(NC(N)=O)C=C1,3,322,1,Inactive,9,12,2,2,0
DTXSID9020617,97-53-0,Eugenol,C10H12O2,164.08373,164.204,COC1=C(O)C=CC(CC=C)=C1,16,630,3,Inactive,10,12,0,2,0
DTXSID9020582,91-53-2,Ethoxyquin,C14H19NO,217.146664,217.312,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1,128,642,20,Inactive,14,19,1,1,0
DTXSID9020663,56-81-5,Glycerol,C3H8O3,92.047344,92.094,OCC(O)CO,9,637,1,Inactive,3,8,0,3,0
DTXSID9020792,123-33-1,Maleic hydrazide,C4H4N2O2,112.027277,112.088,O=C1NNC(=O)C=C1,7,644,1,Inactive,4,4,2,2,0
DTXSID9021134,103-85-5,1-Phenyl-2-thiourea,C7H8N2S,152.040819,152.22,NC(=S)NC1=CC=CC=C1,27,431,6,Inactive,7,8,2,0,1
